Name,Test Matches,ODIs,T20s,Innings,Runs,Fours,Sixes,Strike Rate,Highest Score,Average,50s,100s,Wickets,Economy,Date of Match,Runs Conceded,3 Wickets Haul,5 Wickets Haul,Balls
Cricketer_215,93,144,152,70,2766,412,62,102.0695634,195,21.42613488,5,6,310,6.273813811,03-Apr,8983,2,4,5928
Cricketer_216,158,188,150,79,9130,250,168,103.0520101,128,24.00039196,19,7,329,7.043474168,05-Jun,5168,5,1,9228
Cricketer_217,81,97,138,104,5451,352,123,113.2703498,59,48.20578036,18,9,288,4.357612493,04-May,9768,11,5,6478
Cricketer_218,152,77,53,57,7027,304,169,140.5084205,146,40.3342342,23,4,381,5.93996793,03-Apr,1294,3,2,2659
Cricketer_219,112,109,137,155,9976,422,146,63.42276706,68,44.25997925,6,6,84,6.905044294,03-May,7307,6,1,3607
Cricketer_220,130,179,106,99,9231,443,160,73.40326832,177,47.72375036,13,8,461,7.192745227,03-Mar,8857,15,2,6841
Cricketer_221,149,58,116,130,5923,380,189,146.0321866,89,28.57258954,24,2,234,6.395315914,03-Mar,6950,12,2,3717
Cricketer_222,141,71,129,53,5101,371,116,123.3250292,112,45.81832102,9,3,391,6.23993306,04-May,9951,2,2,5270
Cricketer_223,55,112,163,165,3081,312,86,126.3972444,154,41.79704153,6,9,491,4.259815899,06-Apr,8544,10,1,3341
Cricketer_224,178,199,184,146,8746,272,161,79.78090082,103,44.50862953,25,2,429,7.281443294,03-Mar,1972,11,5,5679
Cricketer_225,90,120,158,155,5831,239,152,147.3666689,123,28.24871512,7,10,469,7.05715874,06-May,1193,6,2,6301
Cricketer_226,117,190,110,108,7778,109,52,64.92992481,158,46.70503247,25,7,289,7.42331091,05-Apr,5589,8,2,8998
Cricketer_227,136,133,192,105,2623,422,139,86.33554432,122,46.81956458,10,4,486,4.276547564,03-May,5925,3,2,5025
Cricketer_228,136,68,198,54,3211,354,170,96.70103523,100,44.08924605,30,10,250,6.171132459,05-Mar,3600,14,3,4117
Cricketer_229,184,118,180,112,7371,375,51,145.5284602,80,32.31852832,24,5,481,7.118050674,03-Apr,5320,7,2,7959
Cricketer_230,171,109,131,68,1159,290,57,144.4294873,112,20.80066164,9,8,301,7.117250443,04-May,3979,2,4,2539
Cricketer_231,84,171,98,152,9593,390,173,75.36418977,155,30.34163927,22,2,498,7.738712908,04-Apr,6328,5,1,9891
Cricketer_232,192,175,124,74,3202,212,107,134.6118646,135,22.33922063,27,1,60,4.288272305,04-Apr,7382,7,3,9084
Cricketer_233,69,50,189,175,6875,360,127,109.0643451,143,24.42798399,25,2,99,7.012815877,04-Mar,5827,13,2,8256
Cricketer_234,103,63,190,82,5689,424,161,88.64760497,98,49.71260514,22,8,265,6.58520307,05-May,7146,11,3,5558
Cricketer_235,111,174,94,48,7833,237,159,115.6065305,190,20.19264145,12,2,486,5.17443342,03-Jun,3844,10,5,2797
Cricketer_236,141,63,173,56,1008,238,95,66.12674944,55,33.66138498,26,1,322,7.319451051,06-Mar,8424,7,5,3408
Cricketer_237,157,67,91,172,9689,253,125,74.33603699,110,22.62981661,20,7,441,6.73346481,05-Mar,7605,2,3,4126
Cricketer_238,82,92,87,117,5639,435,192,109.763689,138,21.12831303,16,6,101,7.488063667,04-Apr,5219,6,5,7394
Cricketer_239,60,80,182,64,2294,338,194,61.94095964,184,46.26995261,30,2,320,5.282017398,05-Jun,6675,14,2,5091
Cricketer_240,139,123,141,57,2892,457,139,90.33337902,108,33.03613646,14,9,483,6.619002725,06-Apr,4551,15,2,2646
Cricketer_241,104,140,162,95,1992,488,154,87.15425873,51,24.07884827,30,5,365,6.993719881,04-Mar,3796,5,3,3533
Cricketer_242,156,130,186,42,1426,153,171,103.7055327,133,37.72869067,26,2,115,4.231980681,03-May,9890,2,1,3378
Cricketer_243,172,140,161,167,9750,258,134,142.2399863,130,44.57427729,11,2,432,4.451850128,03-Jun,9729,14,3,3794
Cricketer_244,137,80,93,59,7554,179,50,128.179686,139,30.01953204,14,4,217,5.290943302,06-May,5811,2,1,6092
Cricketer_245,157,104,77,77,5368,387,143,117.6057636,93,23.17410199,18,3,285,4.357394226,03-Apr,5579,7,5,7012
Cricketer_246,90,84,78,199,5652,433,64,89.80059224,71,36.84206799,24,2,100,7.381352502,06-May,1831,5,1,7150
Cricketer_247,94,51,152,111,2372,266,111,131.8218375,161,32.75485049,9,5,200,4.083597814,06-Mar,5287,13,5,3814
Cricketer_248,138,158,197,61,7660,108,181,88.08553359,80,28.23178468,27,4,417,4.465811176,05-Jun,4048,10,1,6766
Cricketer_249,192,56,69,161,8135,385,98,145.257785,117,38.23936766,28,7,307,4.59931964,06-Apr,8138,3,4,8151
Cricketer_250,181,73,78,137,4801,106,192,84.3476637,65,40.43144246,5,5,222,4.379471616,06-Mar,5148,2,2,9677
Cricketer_251,85,137,151,61,7330,148,81,104.0436866,57,21.31549541,24,9,241,7.81848803,06-Jun,4493,2,1,5201
Cricketer_252,195,69,70,29,6603,424,92,134.2589386,118,34.92500026,21,10,392,7.956681557,03-Jun,2833,1,3,4390
Cricketer_253,127,67,111,101,1052,432,189,74.34391959,183,30.9523395,20,6,458,6.277142903,03-Apr,9312,3,4,3415
Cricketer_254,98,194,162,61,5412,113,88,67.7509532,67,26.34905758,6,3,55,5.384316837,05-Mar,5452,4,1,9672
Cricketer_255,155,63,105,164,5887,291,153,123.2075054,112,41.2768003,8,5,412,4.014072793,04-Jun,7884,5,2,2877
Cricketer_256,156,142,164,174,8306,348,116,66.35591937,122,21.59823626,18,3,95,4.80627862,06-Jun,4407,6,1,7985
Cricketer_257,50,76,165,171,9931,456,150,135.3125814,91,29.19836809,14,3,156,7.741181913,06-Apr,5095,11,3,6308
Cricketer_258,161,74,140,72,8534,351,112,137.7114787,174,20.74311767,24,10,407,7.986407781,04-Jun,9946,6,1,2897
Cricketer_259,199,150,166,153,6726,327,159,67.00721711,137,44.59536146,26,2,127,7.199639715,06-Jun,9756,6,4,5589
Cricketer_260,154,185,51,167,5512,350,91,141.4170597,150,33.1279974,14,3,269,7.718417695,04-May,5468,7,4,8232
Cricketer_261,95,116,88,30,1170,302,111,62.18966972,165,24.58171315,18,4,86,5.975775399,06-May,8081,12,4,9925
Cricketer_262,93,54,174,49,6165,473,176,94.75523955,57,33.46549285,28,4,405,6.388912984,06-Apr,6677,4,3,3211
Cricketer_263,156,70,100,27,2825,112,183,109.6845869,145,31.25762492,21,3,381,5.406152081,06-Jun,1185,10,1,4201
Cricketer_264,128,61,167,131,5743,280,85,121.6173952,98,21.41685311,10,6,380,4.406652556,05-Mar,5719,7,2,5282
Cricketer_265,133,173,56,59,5583,310,166,88.94246285,125,45.89513874,5,5,175,7.214408842,05-Apr,8882,13,3,6996
Cricketer_266,90,190,132,43,9201,259,152,107.1633975,131,28.60198346,8,10,328,7.993785436,03-Jun,4501,2,5,7113
Cricketer_267,67,122,63,133,9649,185,194,122.6619836,173,27.99173614,29,3,243,6.177465963,06-Apr,1693,14,3,9387
Cricketer_268,60,74,185,118,9085,354,64,61.03692354,114,33.46482782,18,9,79,6.025352242,06-Apr,5002,9,2,5112
Cricketer_269,87,132,107,42,5244,292,152,124.4810994,127,49.38589999,12,1,340,4.291083016,06-Mar,7457,1,3,6029
Cricketer_270,84,170,199,124,2390,311,178,80.44088189,174,34.13623547,16,10,197,6.354735054,05-May,2134,13,2,8051
Cricketer_271,174,154,79,192,5879,262,118,122.2895922,126,43.63996176,28,7,284,4.558149137,03-Mar,3719,3,3,7232
Cricketer_272,191,189,70,193,8972,125,166,94.70006926,107,27.31029874,8,8,144,6.10649498,03-Mar,9741,1,4,4073
Cricketer_273,149,175,57,145,6464,390,64,126.1997491,69,37.80882949,7,10,469,4.339487423,05-Mar,4906,14,2,4917
Cricketer_274,165,174,84,101,1909,163,87,72.47797143,179,47.91490456,23,10,123,6.630859287,04-May,6913,12,4,2856
Cricketer_275,146,75,122,53,1689,300,59,94.31331144,88,21.79128898,24,10,71,5.473053079,05-Jun,5607,2,1,9784
Cricketer_276,188,170,104,124,7272,326,141,125.519956,99,39.04391227,6,1,86,5.312029837,04-Jun,8950,5,1,9970
Cricketer_277,130,126,132,194,2884,169,129,100.0685119,94,30.96509157,26,7,376,4.064347093,03-Mar,8090,15,4,3122
Cricketer_278,197,150,169,105,5717,201,182,57.92917152,197,37.05533085,7,10,54,5.343788345,03-Apr,2331,10,2,7455
Cricketer_279,159,156,104,112,4776,259,97,86.18310677,52,37.97808187,16,6,210,6.735056572,04-Mar,2574,6,3,6942
Cricketer_280,145,63,130,149,4512,278,81,86.66447933,130,47.38871345,10,10,66,4.136888033,06-Mar,6598,10,1,4755
Cricketer_281,59,136,184,121,3590,125,156,109.7362036,70,24.62124764,13,7,58,4.277529043,05-Jun,8054,4,4,5398
Cricketer_282,152,174,102,179,9288,389,136,86.9826396,167,36.83614167,22,5,103,6.812982823,06-Apr,8455,14,2,8922
Cricketer_283,125,73,178,55,4347,326,180,97.61988863,123,31.63308402,5,4,281,7.403811221,05-May,9393,4,5,2549
Cricketer_284,120,154,115,130,3465,259,188,97.6708667,82,40.16584503,11,3,330,4.129206516,05-Mar,8845,9,3,2517
Cricketer_285,96,78,87,133,3591,180,165,59.24320299,111,28.32199479,16,1,300,5.273608109,05-Jun,9871,10,1,8206
Cricketer_286,175,193,81,97,9582,473,194,97.22375326,195,37.7037814,6,8,415,5.924907799,04-May,8788,6,1,4428
Cricketer_287,185,179,50,185,9717,190,123,70.76057002,168,48.52714355,18,4,464,5.24753615,05-Mar,3809,10,5,4170
Cricketer_288,109,170,109,97,4957,483,192,101.3915396,132,43.62036843,15,9,218,4.965539119,05-May,8218,12,3,6755
Cricketer_289,86,99,63,195,3908,181,180,74.15007638,69,30.64598229,23,1,240,7.989215503,06-Mar,7467,4,4,5590
Cricketer_290,54,59,101,90,7778,103,199,79.16282532,64,20.13502497,25,1,422,7.722833375,06-May,3582,3,2,7925
Cricketer_291,124,170,90,155,8323,480,182,102.6856545,96,44.99295946,28,4,124,5.472813884,03-Apr,4698,6,5,2439
Cricketer_292,174,50,66,141,8578,333,114,74.44564261,112,36.19022404,20,3,441,5.198635766,05-Jun,3906,4,2,9945
Cricketer_293,105,134,62,113,6437,230,174,140.0761185,135,21.34177365,24,4,428,6.434615853,03-Jun,7909,2,4,9991
Cricketer_294,94,166,53,28,1144,285,65,81.71598778,106,41.76524693,22,9,70,4.59092492,05-Mar,6917,11,3,8997
Cricketer_295,175,106,55,68,5313,393,181,50.84305467,199,23.78872379,8,10,398,5.831279227,03-Jun,3241,4,4,2068
Cricketer_296,127,172,179,169,3246,434,151,135.4527511,195,30.3782852,20,10,474,4.757042165,05-May,7556,6,3,2705
Cricketer_297,52,138,99,76,7529,352,140,123.1625645,143,41.71812729,6,3,367,5.506410864,04-May,1214,15,1,2874
Cricketer_298,55,75,104,126,6315,144,171,105.3800716,191,28.77230612,25,4,168,6.618435161,03-Jun,7967,15,4,2547
Cricketer_299,124,80,163,100,7022,139,141,85.00802974,112,42.22255935,19,1,375,5.134963254,04-Mar,2587,11,5,7946
Cricketer_300,67,115,187,167,1935,272,180,59.99343694,113,27.03751192,28,2,73,5.369161908,04-Jun,2090,15,3,9971
Cricketer_301,54,110,124,106,7595,459,53,81.14451242,173,33.7298671,14,4,215,5.218173101,04-Mar,1980,5,3,2911
Cricketer_302,187,172,81,124,8797,189,184,134.2708941,67,35.78637788,16,2,270,6.961552278,06-Jun,5752,3,3,2278
Cricketer_303,82,170,87,193,4554,250,173,51.30692208,115,48.13559199,9,7,342,4.00891628,03-May,4918,3,1,9072
Cricketer_304,103,73,52,90,6516,409,145,56.20864009,53,28.66435891,26,7,447,7.744681058,03-May,7052,9,4,4608
Cricketer_305,91,137,170,165,9001,467,87,88.96168356,118,27.38539681,12,8,113,5.602047689,05-Jun,9865,3,4,9319
Cricketer_306,167,127,178,106,1345,224,114,114.7924398,194,32.52326519,22,4,281,4.825604369,03-Apr,2403,9,4,4123
Cricketer_307,81,151,97,153,7407,487,91,142.194525,119,27.27118286,19,6,187,6.611484189,06-Mar,8252,7,4,7850
Cricketer_308,76,74,196,132,3238,376,125,81.11270351,55,24.97369449,10,5,272,7.241827461,06-Jun,4010,15,5,4644
Cricketer_309,95,174,107,150,4607,234,193,116.4324405,80,34.37122769,13,7,208,5.697203661,03-Apr,7203,13,5,7127
Cricketer_310,65,179,101,180,2606,315,192,79.56626982,145,34.76018386,21,7,305,6.542568324,03-Jun,7755,8,5,2467
Cricketer_311,149,180,50,194,3354,318,53,132.2023566,67,41.8950278,29,1,431,5.21922058,06-Apr,2004,9,4,6901
Cricketer_312,119,62,132,153,9939,289,173,139.7513325,144,47.58875417,12,4,192,5.962319878,04-Apr,9907,2,2,2321
Cricketer_313,70,102,197,107,6380,152,169,83.53405715,155,49.48374328,28,1,167,4.2777834,04-Jun,8741,11,5,8606
Cricketer_314,91,125,92,145,1805,126,99,86.386355,168,39.02820019,14,6,442,5.158312008,03-Jun,9453,15,1,6801
Cricketer_315,74,110,166,138,9954,486,104,121.4287037,149,44.17457821,20,9,164,5.534804656,03-Mar,7128,3,1,5435
Cricketer_316,137,116,181,124,5234,170,143,76.66202046,121,39.64404403,21,5,286,7.960285148,05-May,2844,10,4,6046
Cricketer_317,97,72,81,129,3341,419,138,137.799268,102,39.52677545,13,8,481,4.216444231,05-Apr,6452,6,1,4692
Cricketer_318,135,178,67,51,8349,316,157,124.2260375,82,49.00133818,18,8,182,4.72506354,04-Apr,2276,3,1,6033
Cricketer_319,106,107,78,179,5563,359,66,139.8293307,160,30.82197031,8,8,315,4.726486682,06-Mar,8806,4,4,5971
Cricketer_320,142,53,87,33,5628,374,181,115.5916473,200,48.45246801,9,5,499,6.164191518,05-Apr,1031,15,2,5653
Cricketer_321,89,159,132,187,3304,278,77,101.9077962,137,28.63221801,24,10,480,6.585302613,05-Apr,5133,6,5,8886
Cricketer_322,127,145,188,129,2130,140,182,55.90647166,59,41.53783364,10,3,433,7.065814157,06-May,6279,10,5,4404
Cricketer_323,82,170,53,60,7177,363,174,85.66244586,56,21.45994564,29,10,100,5.791077443,06-Mar,3409,5,4,7932
Cricketer_324,50,141,182,45,4575,499,184,65.00531252,114,42.79476538,13,7,90,7.200013964,05-Apr,3435,15,1,2337
Cricketer_325,168,87,66,107,3017,148,200,83.22154027,153,35.61309831,11,7,240,7.019500113,06-Apr,8410,5,2,8529
Cricketer_326,78,71,93,148,9076,481,53,69.05381728,58,37.73073207,7,5,361,7.716964305,03-May,9777,4,1,9982
Cricketer_327,141,93,187,66,6137,169,86,129.5219514,184,22.30410161,5,1,237,6.795154128,03-Mar,7421,14,1,2791
Cricketer_328,70,68,98,57,1960,307,166,111.595314,114,30.32927922,13,4,480,7.295742744,04-Apr,2520,1,5,2916
Cricketer_329,139,126,53,123,9859,489,88,116.1626591,194,32.95634248,17,6,247,5.787056252,04-Mar,3382,12,3,6043
Cricketer_330,145,162,150,102,4564,387,158,82.42983404,100,43.56358819,14,3,375,7.601245024,05-Mar,5530,7,4,8317
Cricketer_331,197,165,88,81,7309,381,162,81.96329224,50,45.75085789,7,8,497,5.324201701,05-Apr,6759,3,1,6625
Cricketer_332,116,181,64,77,7008,207,160,92.09921055,115,33.79853381,10,7,51,6.052807621,06-May,8841,10,2,7175
Cricketer_333,111,144,161,164,3685,398,110,142.3957089,135,28.27463391,27,7,246,5.154085315,04-Jun,6608,2,3,5687
Cricketer_334,106,67,51,103,4707,480,152,65.07207917,180,28.99172175,30,6,430,7.614158723,03-Mar,5719,8,1,3491
Cricketer_335,109,96,125,57,2352,239,135,148.2262437,180,25.14790828,5,4,95,5.280996522,04-Jun,1343,4,2,4155
Cricketer_336,174,182,83,175,3911,448,161,72.01396247,152,47.73407095,6,1,273,7.335514586,05-May,6501,12,2,4545
Cricketer_337,199,62,58,168,3462,102,117,122.5443112,183,38.6302902,29,7,70,7.709329735,03-Jun,3134,13,1,3292
Cricketer_338,75,130,94,176,1444,138,66,103.7656245,85,49.64117163,15,4,500,7.921932513,06-Jun,8197,7,2,2134
Cricketer_339,79,125,84,105,8589,363,105,92.92038294,135,48.03998373,15,4,469,5.692891101,06-May,4411,11,2,4274
Cricketer_340,97,91,156,148,6394,328,84,96.02065806,88,46.87322348,10,8,452,6.435354209,05-Apr,7307,12,5,8316
Cricketer_341,69,54,194,88,9011,217,164,148.983494,52,38.44643565,14,6,143,6.289952725,04-May,5308,1,2,6752
Cricketer_342,168,89,54,139,9536,167,62,128.1050767,187,39.65591772,6,8,250,4.700215007,03-Apr,6800,8,4,7041
Cricketer_343,106,188,93,128,2783,433,69,125.4117805,188,30.85344838,28,2,205,7.235363654,06-May,9375,4,1,6738
Cricketer_344,126,110,198,63,1911,215,71,144.774746,98,39.01244437,24,8,476,7.731964608,04-Apr,3798,9,1,9970
Cricketer_345,165,96,159,168,5842,354,159,78.08038018,159,43.85684093,17,3,122,7.002062388,06-Mar,8916,2,3,4533
Cricketer_346,124,186,164,29,4776,300,188,119.7177529,106,49.44210125,28,10,328,6.158422841,06-Apr,1526,8,4,5998
Cricketer_347,114,85,180,177,5222,183,188,76.52596676,55,32.5345392,14,2,415,7.619331633,04-Mar,7569,6,1,9770
Cricketer_348,107,52,82,192,2072,312,53,75.70619156,56,35.73390749,23,8,279,6.622168689,06-May,1578,7,3,6459
Cricketer_349,145,82,70,57,4711,411,59,143.3878689,88,24.48879089,9,2,131,7.63688855,04-Mar,9215,11,5,7159
Cricketer_350,110,150,127,51,3027,391,71,149.5190366,54,27.77271664,9,6,320,6.520429427,06-Jun,6593,9,1,3542
Cricketer_351,186,174,86,116,2004,454,196,126.6925814,68,34.62238155,28,4,163,5.962730794,06-Mar,9485,3,3,4372
Cricketer_352,184,86,127,150,5015,323,93,65.53829745,51,38.14800496,23,5,449,4.301571041,03-Mar,7039,1,2,2743
Cricketer_353,177,149,168,120,3179,185,71,99.56946246,114,33.29864918,30,4,495,5.058183433,05-Apr,5253,9,2,7062
Cricketer_354,159,182,187,33,1597,325,121,148.9056986,134,22.54359532,25,5,436,4.67367381,03-May,1698,1,1,4203
Cricketer_355,71,104,53,158,2851,213,87,56.1824799,98,27.79874216,19,5,129,4.974437468,03-Mar,5705,1,3,7384
Cricketer_356,188,144,190,138,8512,207,136,63.45432369,100,37.1251365,25,9,116,6.965394553,05-Jun,7057,12,2,7400
Cricketer_357,57,133,56,41,2116,417,70,64.47466973,124,20.7203404,17,6,173,5.055601101,04-Jun,1050,2,5,4776
Cricketer_358,196,69,98,154,7050,228,144,63.69407988,146,26.94296565,11,5,464,7.056475313,04-Apr,2407,8,5,4088
Cricketer_359,148,153,159,150,7889,155,171,84.92755245,131,49.4626242,11,9,474,5.709846088,03-Jun,7691,14,2,6742
Cricketer_360,133,116,137,167,7049,206,52,96.96755537,83,24.47996189,25,1,187,6.808328782,04-Mar,6482,15,2,6989
Cricketer_361,125,188,163,85,3351,352,113,71.80535248,122,26.44802865,26,7,379,6.500829689,05-May,5424,15,5,7181
Cricketer_362,66,91,178,48,8484,106,117,83.6536505,62,41.77490735,27,10,278,7.86505234,04-Mar,2666,12,3,4169
Cricketer_363,139,171,55,146,3506,275,184,77.32753652,187,21.39133357,20,9,167,6.676049484,03-May,9801,3,4,4521
Cricketer_364,94,128,90,33,6213,426,175,76.97015238,65,35.08821538,29,4,60,6.772473547,04-May,4243,9,1,8921
Cricketer_365,93,77,96,171,7122,173,63,110.2119585,139,46.83811419,28,10,213,7.573708026,04-May,5688,1,2,4125
Cricketer_366,190,94,146,37,3835,395,123,129.4192064,185,40.5925482,12,2,215,4.50140107,03-Apr,7664,11,1,5353
Cricketer_367,135,194,85,167,1814,309,160,137.6411547,139,37.60814429,16,3,359,4.739673966,04-Mar,8942,3,3,3208
Cricketer_368,98,50,181,143,9024,344,112,122.9906356,133,32.88681154,26,3,69,4.194581403,03-Jun,8538,12,3,8076
Cricketer_369,182,103,88,74,3035,211,166,68.64043599,151,25.11921716,10,9,446,6.861538758,06-Jun,4304,5,3,8962
Cricketer_370,51,51,98,105,3936,353,129,123.757789,83,44.69610083,21,2,50,6.00722706,04-Mar,4683,12,2,9743
Cricketer_371,193,172,68,190,6742,308,68,147.2061104,128,20.94167152,21,8,198,5.487676076,06-Apr,7251,15,4,7383
Cricketer_372,158,131,100,84,9448,268,113,149.8050971,134,37.83348834,18,1,449,7.096397297,06-Apr,4248,12,2,9824
Cricketer_373,102,61,137,105,1344,303,170,77.56966344,160,45.23608189,10,2,289,4.895970608,06-May,3853,5,1,6078
Cricketer_374,106,142,86,115,2049,427,110,62.70565324,155,23.10246291,22,7,451,5.230109786,06-Apr,2457,8,3,5093
Cricketer_375,195,109,96,147,1428,479,179,139.9091493,71,31.0018885,6,5,151,7.022452363,04-May,9660,14,4,3994
Cricketer_376,140,144,80,46,8028,399,54,52.95416928,55,27.94084567,27,4,344,6.013647819,03-May,8974,5,4,5967
Cricketer_377,164,134,172,153,6685,314,131,64.25025788,157,43.36706835,25,3,474,4.776466619,04-Apr,7164,15,4,2699
Cricketer_378,140,180,149,164,6102,417,59,68.93931983,78,35.24784568,11,4,377,4.846227321,04-Mar,3400,9,1,4929
Cricketer_379,81,69,71,113,6879,314,145,53.55262961,117,43.95480829,12,6,475,4.239728679,03-Mar,4820,6,5,6466
Cricketer_380,100,197,196,112,7374,310,128,74.67623517,79,38.81275192,14,8,295,5.746667237,05-May,5603,14,1,8632
Cricketer_381,103,63,106,109,3399,416,200,61.95047597,63,41.7409065,8,10,155,7.051671167,05-Apr,5955,10,4,5977
Cricketer_382,115,81,57,123,7156,460,178,100.590306,102,34.39202029,22,4,391,4.431541858,06-May,7320,1,2,8518
Cricketer_383,152,55,79,125,8753,330,116,147.608382,186,49.11201499,15,7,60,6.252204645,05-Mar,4563,12,3,9703
Cricketer_384,153,163,174,130,5385,364,131,115.7768718,121,35.74661706,24,4,84,7.33099224,03-May,4863,12,1,3235
Cricketer_385,91,55,94,98,9755,474,191,113.0594437,95,29.65456512,9,5,178,5.515062499,04-Jun,8302,1,5,3933
Cricketer_386,53,63,94,99,8710,449,91,112.5752222,180,31.58122436,13,8,215,6.057165478,04-Jun,6768,9,2,7997
Cricketer_387,171,190,114,91,1210,104,117,98.78931307,116,35.43189708,6,2,180,4.270356723,05-Jun,4353,14,2,6395
Cricketer_388,136,99,189,88,4205,469,58,111.3691903,124,40.1744955,22,3,175,4.174124033,05-Jun,3032,6,2,3212
Cricketer_389,72,80,82,163,1167,428,130,95.48656636,150,41.30026246,28,8,454,5.737910133,03-Mar,8135,12,3,9709
Cricketer_390,64,109,162,92,1769,199,195,104.7521852,100,32.21746867,9,4,248,5.250746187,03-Apr,1768,12,5,8919
Cricketer_391,51,79,101,133,4994,317,194,134.8702109,151,36.46961483,24,8,128,6.345310474,03-Jun,2250,14,5,2735
Cricketer_392,50,72,87,83,4097,414,77,132.2524591,146,33.00306901,14,9,95,6.009568217,04-Jun,9950,11,2,5401
Cricketer_393,156,175,103,169,6410,347,147,130.5289236,160,31.09831013,22,2,365,7.110561794,04-Apr,8699,14,5,5547
Cricketer_394,132,150,93,125,1331,266,156,87.86380612,56,23.01166784,22,3,393,7.587609867,03-Jun,3820,7,3,9229
Cricketer_395,195,164,194,77,1742,229,195,82.51397133,178,41.29013397,17,9,223,7.442735567,03-Apr,7697,3,4,6661
Cricketer_396,162,179,64,48,7071,129,60,124.8700909,114,32.92074705,28,1,260,6.491234,04-May,9168,1,3,6224
Cricketer_397,56,166,83,165,2405,406,187,143.3054635,97,32.49813489,19,3,383,4.813775251,03-Mar,3682,8,2,2641
Cricketer_398,130,178,93,120,2249,475,104,131.6716304,179,31.16889793,9,9,394,5.514484109,04-Jun,6253,5,5,7219
Cricketer_399,149,156,103,69,7638,448,63,106.9378466,68,30.28789121,23,10,243,4.450536663,06-Apr,2374,9,5,9351
Cricketer_400,166,161,172,127,2247,422,52,74.38062356,77,38.84179983,10,1,191,7.499355061,06-May,4244,5,3,7725
Cricketer_401,112,116,155,99,3483,255,76,141.8494731,77,48.26381182,12,8,303,5.828453734,03-Mar,1686,8,2,9946
Cricketer_402,173,132,90,42,5313,305,157,135.7033443,110,34.37956433,19,4,253,7.818322544,03-May,1901,4,1,9823
Cricketer_403,58,162,73,95,4124,500,161,112.1607924,95,26.41167438,17,7,158,6.426944457,03-Jun,6134,12,5,2979
Cricketer_404,122,200,96,34,5050,446,113,89.0039049,98,35.7892316,17,6,113,6.397314893,03-Mar,6862,15,4,3997
Cricketer_405,68,147,51,93,1973,153,113,117.5086539,142,30.06153756,26,9,345,5.346329349,05-Mar,6927,8,4,5631
Cricketer_406,102,142,109,170,6946,287,105,73.3910687,113,40.65639301,9,9,122,5.60488433,04-Jun,3075,8,5,7370
Cricketer_407,155,137,94,105,9571,324,82,65.34027958,110,32.51070923,29,3,118,7.64521361,05-Mar,9700,10,4,2688
Cricketer_408,138,179,95,61,6546,462,130,138.9104659,70,39.42887064,17,1,124,6.264819638,04-May,2751,2,5,7754
Cricketer_409,96,114,150,88,1333,408,103,145.2470651,197,28.49447892,5,3,195,7.664952578,06-May,6441,9,4,4491
Cricketer_410,73,200,88,183,5180,355,67,92.81228939,140,35.57161853,18,3,239,4.843590175,06-Jun,9220,15,1,5994
Cricketer_411,142,195,59,109,8807,294,118,78.94782463,147,30.97825579,22,6,57,5.318020919,03-Jun,1148,5,1,3813
Cricketer_412,188,181,138,25,5676,485,171,142.6888207,176,44.7835324,14,4,137,5.249481231,06-Mar,5691,2,1,5757
Cricketer_413,167,58,156,109,8846,101,89,140.3955091,136,47.09782265,19,2,265,4.472124504,03-Jun,1855,11,5,6128
Cricketer_414,131,108,72,138,4577,107,175,134.8201146,94,36.08126065,29,3,149,7.705565824,06-Mar,4517,10,1,7178
Cricketer_415,192,150,85,53,7147,365,118,143.9037997,145,29.51105181,27,2,403,7.87977352,05-Jun,2427,1,2,4296
Cricketer_416,60,131,152,176,9569,494,92,69.10621544,127,29.15048336,12,7,92,7.465797947,03-Mar,9443,9,5,7535
Cricketer_417,196,74,97,98,9407,299,66,100.8659364,115,32.84754124,16,8,64,7.57960922,04-Apr,7552,2,5,7033
Cricketer_418,172,51,102,136,3149,335,127,138.7407883,123,38.44830982,11,6,293,7.954520994,03-Apr,9021,11,4,9381
Cricketer_419,154,121,176,96,6489,328,73,92.89318049,126,49.99590102,5,2,449,4.680880997,03-Jun,3416,10,2,2377
Cricketer_420,89,136,130,182,5127,362,185,140.9052577,59,28.51865138,16,1,275,6.930483375,06-May,4361,3,2,7702
Cricketer_421,161,193,70,59,5520,136,89,138.890628,93,28.72760375,22,10,61,7.163513249,05-Apr,6645,11,2,4263
Cricketer_422,98,188,78,36,3961,449,194,142.5045061,184,34.43097188,30,2,372,6.982505287,05-Jun,6790,3,2,4286
Cricketer_423,116,123,89,94,2570,390,190,77.98174852,140,43.42309903,27,9,478,4.831421878,03-Apr,6755,3,1,8952
Cricketer_424,79,69,116,122,9437,315,150,108.4624906,74,28.03685988,26,6,370,7.764711866,05-Apr,2060,8,4,8010
Cricketer_425,158,130,98,73,1914,101,141,51.71401525,64,26.79946782,18,5,266,7.078052268,03-Apr,4699,7,3,3913
Cricketer_426,186,131,70,142,3219,353,131,128.361735,92,46.16209315,20,10,398,6.281465202,05-May,7981,3,3,2946
Cricketer_427,114,176,79,136,1525,304,65,90.09038771,129,21.14869412,7,4,251,4.403813996,06-Jun,9616,7,4,7008
Cricketer_428,56,146,154,81,4993,195,173,103.8398506,163,36.57335538,11,1,233,5.079382636,03-May,4919,15,5,2682
Cricketer_429,190,158,139,110,1958,375,185,65.87175461,135,47.9179746,20,9,346,7.209059429,04-Jun,5223,13,5,8436
